saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,INACTIVACION DE CARIES
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2,1 - 4 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,3,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,APLICACION DE FLUOR
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,APLICACION DE FLUOR
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,APLICACION DE FLUOR
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,SELLANTES DE PUNTos FISURAS
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,12,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,15,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,F,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,F,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,DERIVACION
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5,20-39 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,4,5 - 14 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,10,5 - 14 ANIOS,F,APLICACION DE FLUOR
ITATI,2020-02-01,ODONTOLOGIA,MANANA,7,5 - 14 ANIOS,M,APLICACION DE FLUOR
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,APLICACION DE FLUOR
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,F,INACTIVACION DE CARIES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,6,5 - 14 ANIOS,M,INACTIVACION DE CARIES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,4,5 - 14 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,< 1 ANIO,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,4,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,13,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,12,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,F,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,M,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,F,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,8,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,18,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,20,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,8,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,8,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,>=70 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,15 - 19 ANIOS,M,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,20-39 ANIOS,M,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,F,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,>=70 ANIOS,F,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,DERIVACION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,20-39 ANIOS,F,DERIVACION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,20-39 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,20-39 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,5 - 14 ANIOS,F,APLICACION DE FLUOR
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,APLICACION DE FLUOR
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,< 1 ANIO,F,APLICACION DE FLUOR
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,5 - 14 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5,20-39 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,SELLANTES DE PUNTos FISURAS
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,5 - 14 ANIOS,M,SELLANTES DE PUNTos FISURAS
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,20-39 ANIOS,M,SELLANTES DE PUNTos FISURAS
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,1 - 4 ANIOS,F,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,3,1 - 4 ANIOS,M,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5,5 - 14 ANIOS,F,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6,5 - 14 ANIOS,M,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,3,15 - 19 ANIOS,F,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,15 - 19 ANIOS,M,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,5 - 14 ANIOS,F,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,15 - 19 ANIOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6,20-39 ANIOS,F,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,7,20-39 ANIOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2,40-69 ANIOS,F,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5,40-69 ANIOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1,>=70 ANIOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,17,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,18,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,15,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,5,5 - 14 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1,15 - 19 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2,20-39 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,6,20-39 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,5,5 - 14 ANIOS,F,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,URGENCIA
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,4,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2,< 1 ANIO,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2,< 1 ANIO,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,4,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,3,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,6,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,6,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,10,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,9,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,3,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,4,20-39 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,F,EXTRACCION DENTARIA
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,URGENCIA
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,2,>=70 ANIOS,M,EXTRACCION DENTARIA
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,INACTIVACION DE CARIES
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,7,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,11,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,27,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,25,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,5,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,4,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,5,5 - 14 ANIOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,3,15 - 19 ANIOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,8,15 - 19 ANIOS,M,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,34,20-39 ANIOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,21,20-39 ANIOS,M,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,9,40-69 ANIOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,7,15 - 19 ANIOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,18,20-39 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,18,20-39 ANIOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,5,40-69 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,3,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,10,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,5,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,3,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,6,>=70 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,1,>=70 ANIOS,M,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. SEMPER,2020-02-01,ODONTOLOGIA,MANANA,4,20-39 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
